Subject,Channel,Band,Correlation,P_Value
4,CPz,Theta,0.06972953588100932,0.30995463415881747
4,TP8,Theta,0.11261939863628063,0.10037012376844424
4,C6,Theta,0.006405798578363664,0.9257757615875944
4,C2,Theta,0.18806810489209025,0.00578447403693198
4,FC4,Theta,0.010436329289986267,0.8793602231559703
4,FT8,Theta,0.14789863987585192,0.030556016777604472
4,F6,Theta,0.13127082892692027,0.05518906292558762
4,AF8,Theta,0.17523761738697874,0.01021702812809404
4,F2,Theta,0.07111235041072037,0.30043418315565124
4,Fp1,Alpha,-0.0572719423205741,0.40450993492826925
4,Fz,Alpha,-0.035926940356348074,0.6012133639539954
4,F3,Alpha,-0.06938876819851335,0.3123308167545242
4,F7,Alpha,0.028326341422462414,0.6803142213338973
4,FC5,Alpha,0.0074923572833622346,0.9132315751266905
4,FC1,Alpha,-0.04148514203506169,0.5461223602242932
4,C3,Alpha,0.08060128008856306,0.240354762179211
4,T7,Alpha,-0.07192124218185261,0.2949557659329523
4,CP5,Alpha,-0.06604952191627946,0.33624420338168615
4,CP1,Alpha,0.005821810152156844,0.9325256140114375
4,Pz,Alpha,-0.12974565364448043,0.05810350419329154
4,P3,Alpha,-0.02535989958275733,0.7122247146899704
4,P7,Alpha,-0.04180243153934978,0.5430540354897005
4,O1,Alpha,-0.05676627128576563,0.4086782962328027
4,Oz,Alpha,-0.09685873950357121,0.15796631979034573
4,O2,Alpha,-0.10994336547498552,0.10876288588033305
4,P4,Alpha,-0.10400029812888945,0.12936818491197755
4,P8,Alpha,-0.0817801794865376,0.23352381075302425
4,CP6,Alpha,-0.016754789163466875,0.8074763310713912
4,CP2,Alpha,-0.20151468107903717,0.0030656526277994616
4,Cz,Alpha,-0.1227796866174116,0.07307212980986857
4,C4,Alpha,-0.05751088666705447,0.40254907987205824
4,T8,Alpha,-0.015632047128905563,0.820150280080855
4,FC6,Alpha,-0.025503721217944402,0.7106654607844947
4,FC2,Alpha,-0.06919637324902542,0.31367764178306173
4,F4,Alpha,0.0006342164444124809,0.9926408570573053
4,F8,Alpha,-0.045949935942117145,0.503746875925452
4,Fp2,Alpha,-0.034663209263228176,0.6140781810629079
4,AF7,Alpha,-0.04745949912935615,0.4898196992263023
4,AFz,Alpha,-0.01112482969864244,0.8714680208238111
4,F1,Alpha,-0.030828559137417434,0.6538297589524195
4,F5,Alpha,-0.008076352436378081,0.906498080906993
4,FT7,Alpha,0.02076565610055407,0.762630141164835
4,FC3,Alpha,-0.018961593862844135,0.7827136688616457
4,C1,Alpha,-0.046845263084796925,0.4954616700123542
4,C5,Alpha,-0.005235954412253312,0.9393018929117036
4,TP7,Alpha,-0.04690829350104008,0.49488113178173343
4,P1,Alpha,-0.020927563642298044,0.7608352371258893
4,P5,Alpha,-0.0412870470658759,0.5480423396673464
4,PO7,Alpha,-0.0062607369080150185,0.9274519365392719
4,PO3,Alpha,-0.046765713112189494,0.49619487582717126
4,POz,Alpha,-0.15684518946884007,0.021719766835844614
4,PO4,Alpha,-0.11011681561133743,0.10820270467379502
4,PO8,Alpha,-0.08359794875988999,0.22326082328491734
4,P6,Alpha,-0.06928960715531443,0.3130245020283415
4,P2,Alpha,-0.15624024951788573,0.0222384653812244
4,CPz,Alpha,-0.19458223347405182,0.0042742130852421595
4,TP8,Alpha,-0.02841523281851009,0.6793663780782861
4,C6,Alpha,-0.025237946172854953,0.7135478193561193
4,C2,Alpha,-0.1401398682559784,0.0405422826233071
4,FC4,Alpha,-0.046354534750055285,0.499993818257799
4,FT8,Alpha,-0.027472201498889987,0.6894472405433114
4,F6,Alpha,-0.04795239684796016,0.4853172097666728
4,AF8,Alpha,-0.02570182411558258,0.7085196804598588
